Name,Location
RCCG Redemption Parish 1888,"Lekki, Lagos, Nigeria"
RCCG Redemption Parish 1889,"Nsukka, Enugu, Nigeria"
RCCG House of Praise 1890,"Awka, Anambra, Nigeria"
RCCG House of Praise 1891,"Awka, Anambra, Nigeria"
RCCG City of Glory 1892,"Wuse, FCT, Nigeria"
RCCG New Life Parish 1893,"Maitama, FCT, Nigeria"
RCCG City of Glory 1894,"Zaria, Kaduna, Nigeria"
RCCG New Life Parish 1895,"Onitsha, Anambra, Nigeria"
RCCG Redemption Parish 1896,"Kaduna, Kaduna, Nigeria"
RCCG Living Faith Parish 1897,"Obio-Akpor, Rivers, Nigeria"
RCCG Power House Parish 1898,"Ibadan, Oyo, Nigeria"
RCCG City of Glory 1899,"Fagge, Kano, Nigeria"
RCCG Grace Sanctuary 1900,"Zaria, Kaduna, Nigeria"
RCCG Dominion Chapel 1901,"Onitsha, Anambra, Nigeria"
RCCG Grace Sanctuary 1902,"Ijebu Ode, Ogun, Nigeria"
RCCG Victory Assembly 1903,"Lekki, Lagos, Nigeria"
RCCG Living Faith Parish 1904,"Ibadan, Oyo, Nigeria"
RCCG Dominion Chapel 1905,"Abeokuta, Ogun, Nigeria"
RCCG Living Faith Parish 1906,"Enugu, Enugu, Nigeria"
RCCG Redemption Parish 1907,"Obio-Akpor, Rivers, Nigeria"
RCCG City of Glory 1908,"Warri, Delta, Nigeria"
RCCG Redemption Parish 1909,"Surulere, Lagos, Nigeria"
RCCG New Life Parish 1910,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 1911,"Awka, Anambra, Nigeria"
RCCG House of Praise 1912,"Awka, Anambra, Nigeria"
RCCG Redemption Parish 1913,"Ogbomosho, Oyo, Nigeria"
RCCG Living Faith Parish 1914,"Ijebu Ode, Ogun, Nigeria"
RCCG House of Praise 1915,"Obio-Akpor, Rivers, Nigeria"
RCCG House of Praise 1916,"Nsukka, Enugu, Nigeria"
RCCG Living Faith Parish 1917,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 1918,"Abuja, FCT, Nigeria"
RCCG Living Faith Parish 1919,"Gwarinpa, FCT, Nigeria"
RCCG Living Faith Parish 1920,"Ijebu Ode, Ogun, Nigeria"
RCCG Dominion Chapel 1921,"Asaba, Delta, Nigeria"
RCCG City of Glory 1922,"Ikorodu, Lagos, Nigeria"
RCCG Dominion Chapel 1923,"Port Harcourt, Rivers, Nigeria"
RCCG Grace Sanctuary 1924,"Port Harcourt, Rivers, Nigeria"
RCCG Redemption Parish 1925,"Ijebu Ode, Ogun, Nigeria"
RCCG Redemption Parish 1926,"Onitsha, Anambra, Nigeria"
RCCG Grace Sanctuary 1927,"Ijebu Ode, Ogun, Nigeria"
RCCG New Life Parish 1928,"Kano, Kano, Nigeria"
RCCG House of Praise 1929,"Nsukka, Enugu, Nigeria"
RCCG City of Glory 1930,"Abuja, FCT, Nigeria"
RCCG Power House Parish 1931,"Kaduna, Kaduna, Nigeria"
RCCG Living Faith Parish 1932,"Obio-Akpor, Rivers, Nigeria"
RCCG Living Faith Parish 1933,"Obio-Akpor, Rivers, Nigeria"
RCCG Redemption Parish 1934,"Abeokuta, Ogun, Nigeria"
RCCG Dominion Chapel 1935,"Kaduna, Kaduna, Nigeria"
RCCG Dominion Chapel 1936,"Abeokuta, Ogun, Nigeria"
RCCG Dominion Chapel 1937,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 1938,"Kaduna, Kaduna, Nigeria"
RCCG City of Glory 1939,"Asaba, Delta, Nigeria"
RCCG Power House Parish 1940,"Ikorodu, Lagos, Nigeria"
RCCG Living Faith Parish 1941,"Yaba, Lagos, Nigeria"
RCCG House of Praise 1942,"Kubwa, FCT, Nigeria"
RCCG House of Praise 1943,"Kano, Kano, Nigeria"
RCCG Dominion Chapel 1944,"Fagge, Kano, Nigeria"
RCCG Power House Parish 1945,"Nassarawa, Kano, Nigeria"
RCCG Dominion Chapel 1946,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 1947,"Kaduna, Kaduna, Nigeria"
RCCG House of Praise 1948,"Onitsha, Anambra, Nigeria"
RCCG House of Praise 1949,"Port Harcourt, Rivers, Nigeria"
RCCG Redemption Parish 1950,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 1951,"Port Harcourt, Rivers, Nigeria"
RCCG Redemption Parish 1952,"Maitama, FCT, Nigeria"
RCCG Dominion Chapel 1953,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 1954,"Lekki, Lagos, Nigeria"
RCCG Grace Sanctuary 1955,"Abeokuta, Ogun, Nigeria"
RCCG Dominion Chapel 1956,"Asaba, Delta, Nigeria"
RCCG Victory Assembly 1957,"Nsukka, Enugu, Nigeria"
RCCG House of Praise 1958,"Kaduna, Kaduna, Nigeria"
RCCG Victory Assembly 1959,"Obio-Akpor, Rivers, Nigeria"
RCCG Power House Parish 1960,"Kano, Kano, Nigeria"
RCCG City of Glory 1961,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 1962,"Abeokuta, Ogun, Nigeria"
RCCG Dominion Chapel 1963,"Gwale, Kano, Nigeria"
RCCG Living Faith Parish 1964,"Warri, Delta, Nigeria"
RCCG New Life Parish 1965,"Ijebu Ode, Ogun, Nigeria"
RCCG Victory Assembly 1966,"Ibadan, Oyo, Nigeria"
RCCG Living Faith Parish 1967,"Kaduna, Kaduna, Nigeria"
RCCG House of Praise 1968,"Onitsha, Anambra, Nigeria"
RCCG Dominion Chapel 1969,"Asaba, Delta, Nigeria"
RCCG New Life Parish 1970,"Gwarinpa, FCT, Nigeria"
RCCG Living Faith Parish 1971,"Onitsha, Anambra, Nigeria"
RCCG Power House Parish 1972,"Port Harcourt, Rivers, Nigeria"
RCCG House of Praise 1973,"Zaria, Kaduna, Nigeria"
RCCG House of Praise 1974,"Gwarinpa, FCT, Nigeria"
RCCG City of Glory 1975,"Abeokuta, Ogun, Nigeria"
RCCG Living Faith Parish 1976,"Enugu, Enugu, Nigeria"
RCCG Redemption Parish 1977,"Ikeja, Lagos, Nigeria"
RCCG Grace Sanctuary 1978,"Wuse, FCT, Nigeria"
RCCG Grace Sanctuary 1979,"Awka, Anambra, Nigeria"
RCCG House of Praise 1980,"Obio-Akpor, Rivers, Nigeria"
RCCG City of Glory 1981,"Asaba, Delta, Nigeria"
RCCG Living Faith Parish 1982,"Kaduna, Kaduna, Nigeria"
RCCG Grace Sanctuary 1983,"Abuja, FCT, Nigeria"
RCCG City of Glory 1984,"Ibadan, Oyo, Nigeria"
RCCG Grace Sanctuary 1985,"Ibadan, Oyo, Nigeria"
RCCG City of Glory 1986,"Nsukka, Enugu, Nigeria"
RCCG House of Praise 1987,"Wuse, FCT, Nigeria"
RCCG House of Praise 1988,"Zaria, Kaduna, Nigeria"
RCCG New Life Parish 1989,"Warri, Delta, Nigeria"
RCCG House of Praise 1990,"Ikeja, Lagos, Nigeria"
RCCG City of Glory 1991,"Zaria, Kaduna, Nigeria"
RCCG Dominion Chapel 1992,"Wuse, FCT, Nigeria"
RCCG Redemption Parish 1993,"Asaba, Delta, Nigeria"
RCCG New Life Parish 1994,"Zaria, Kaduna, Nigeria"
RCCG Power House Parish 1995,"Fagge, Kano, Nigeria"
RCCG Redemption Parish 1996,"Ibadan, Oyo, Nigeria"
RCCG City of Glory 1997,"Ibadan, Oyo, Nigeria"
RCCG Power House Parish 1998,"Abuja, FCT, Nigeria"
RCCG Redemption Parish 1999,"Gwarinpa, FCT, Nigeria"
RCCG Redemption Parish 2000,"Onitsha, Anambra, Nigeria"
RCCG Power House Parish 2001,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 2002,"Ogbomosho, Oyo, Nigeria"
RCCG Power House Parish 2003,"Port Harcourt, Rivers, Nigeria"
RCCG City of Glory 2004,"Gwale, Kano, Nigeria"
RCCG Victory Assembly 2005,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 2006,"Surulere, Lagos, Nigeria"
RCCG Living Faith Parish 2007,"Obio-Akpor, Rivers, Nigeria"
RCCG Redemption Parish 2008,"Zaria, Kaduna, Nigeria"
RCCG Living Faith Parish 2009,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 2010,"Lekki, Lagos, Nigeria"
RCCG Power House Parish 2011,"Fagge, Kano, Nigeria"
RCCG Redemption Parish 2012,"Nsukka, Enugu, Nigeria"
RCCG Living Faith Parish 2013,"Port Harcourt, Rivers, Nigeria"
RCCG House of Praise 2014,"Gwale, Kano, Nigeria"
RCCG City of Glory 2015,"Kaduna, Kaduna, Nigeria"
RCCG City of Glory 2016,"Warri, Delta, Nigeria"
RCCG Living Faith Parish 2017,"Ikorodu, Lagos, Nigeria"
RCCG City of Glory 2018,"Kaduna, Kaduna, Nigeria"
RCCG Victory Assembly 2019,"Awka, Anambra, Nigeria"
RCCG Redemption Parish 2020,"Gwarinpa, FCT, Nigeria"
RCCG Power House Parish 2021,"Enugu, Enugu, Nigeria"
RCCG House of Praise 2022,"Port Harcourt, Rivers, Nigeria"
RCCG Power House Parish 2023,"Wuse, FCT, Nigeria"
RCCG Redemption Parish 2024,"Abuja, FCT, Nigeria"
RCCG Grace Sanctuary 2025,"Wuse, FCT, Nigeria"
RCCG Living Faith Parish 2026,"Ikorodu, Lagos, Nigeria"
RCCG Redemption Parish 2027,"Ibadan, Oyo, Nigeria"
RCCG Power House Parish 2028,"Nsukka, Enugu, Nigeria"
RCCG Living Faith Parish 2029,"Onitsha, Anambra, Nigeria"
RCCG Dominion Chapel 2030,"Onitsha, Anambra, Nigeria"
RCCG Living Faith Parish 2031,"Onitsha, Anambra, Nigeria"
RCCG House of Praise 2032,"Nsukka, Enugu, Nigeria"
RCCG Victory Assembly 2033,"Warri, Delta, Nigeria"
RCCG New Life Parish 2034,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 2035,"Enugu, Enugu, Nigeria"
RCCG Power House Parish 2036,"Ijebu Ode, Ogun, Nigeria"
RCCG Dominion Chapel 2037,"Nsukka, Enugu, Nigeria"
RCCG Dominion Chapel 2038,"Kaduna, Kaduna, Nigeria"
RCCG Power House Parish 2039,"Obio-Akpor, Rivers, Nigeria"
RCCG Dominion Chapel 2040,"Enugu, Enugu, Nigeria"
RCCG Grace Sanctuary 2041,"Abeokuta, Ogun, Nigeria"
RCCG House of Praise 2042,"Surulere, Lagos, Nigeria"
RCCG Redemption Parish 2043,"Awka, Anambra, Nigeria"
RCCG Living Faith Parish 2044,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 2045,"Yaba, Lagos, Nigeria"
RCCG Living Faith Parish 2046,"Fagge, Kano, Nigeria"
RCCG Grace Sanctuary 2047,"Awka, Anambra, Nigeria"
RCCG Living Faith Parish 2048,"Fagge, Kano, Nigeria"
RCCG New Life Parish 2049,"Asaba, Delta, Nigeria"
RCCG Victory Assembly 2050,"Nsukka, Enugu, Nigeria"
RCCG Dominion Chapel 2051,"Ogbomosho, Oyo, Nigeria"
RCCG House of Praise 2052,"Gwale, Kano, Nigeria"
RCCG Victory Assembly 2053,"Port Harcourt, Rivers, Nigeria"
RCCG Redemption Parish 2054,"Ibadan, Oyo, Nigeria"
RCCG House of Praise 2055,"Gwale, Kano, Nigeria"
RCCG Dominion Chapel 2056,"Abuja, FCT, Nigeria"
RCCG Victory Assembly 2057,"Port Harcourt, Rivers, Nigeria"
RCCG Grace Sanctuary 2058,"Ikorodu, Lagos, Nigeria"
RCCG Living Faith Parish 2059,"Kubwa, FCT, Nigeria"
RCCG Grace Sanctuary 2060,"Ijebu Ode, Ogun, Nigeria"
RCCG Grace Sanctuary 2061,"Abeokuta, Ogun, Nigeria"
RCCG Power House Parish 2062,"Fagge, Kano, Nigeria"
RCCG Grace Sanctuary 2063,"Onitsha, Anambra, Nigeria"
RCCG Grace Sanctuary 2064,"Zaria, Kaduna, Nigeria"
RCCG Redemption Parish 2065,"Enugu, Enugu, Nigeria"
RCCG City of Glory 2066,"Asaba, Delta, Nigeria"
RCCG Grace Sanctuary 2067,"Nassarawa, Kano, Nigeria"
RCCG Power House Parish 2068,"Ijebu Ode, Ogun, Nigeria"
RCCG Redemption Parish 2069,"Onitsha, Anambra, Nigeria"
RCCG Power House Parish 2070,"Ogbomosho, Oyo, Nigeria"
RCCG Power House Parish 2071,"Nsukka, Enugu, Nigeria"
RCCG Redemption Parish 2072,"Wuse, FCT, Nigeria"
RCCG Living Faith Parish 2073,"Wuse, FCT, Nigeria"
RCCG City of Glory 2074,"Nsukka, Enugu, Nigeria"
RCCG City of Glory 2075,"Nsukka, Enugu, Nigeria"
RCCG House of Praise 2076,"Wuse, FCT, Nigeria"
RCCG City of Glory 2077,"Ijebu Ode, Ogun, Nigeria"
RCCG Living Faith Parish 2078,"Warri, Delta, Nigeria"
RCCG Living Faith Parish 2079,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 2080,"Warri, Delta, Nigeria"
RCCG New Life Parish 2081,"Ibadan, Oyo, Nigeria"
RCCG New Life Parish 2082,"Ijebu Ode, Ogun, Nigeria"
RCCG Redemption Parish 2083,"Ijebu Ode, Ogun, Nigeria"
RCCG City of Glory 2084,"Abuja, FCT, Nigeria"
RCCG House of Praise 2085,"Kaduna, Kaduna, Nigeria"
RCCG Grace Sanctuary 2086,"Port Harcourt, Rivers, Nigeria"
RCCG Victory Assembly 2087,"Obio-Akpor, Rivers, Nigeria"
RCCG Living Faith Parish 2088,"Kaduna, Kaduna, Nigeria"
RCCG Grace Sanctuary 2089,"Ibadan, Oyo, Nigeria"
RCCG House of Praise 2090,"Yaba, Lagos, Nigeria"
RCCG Dominion Chapel 2091,"Port Harcourt, Rivers, Nigeria"
RCCG House of Praise 2092,"Enugu, Enugu, Nigeria"
RCCG City of Glory 2093,"Fagge, Kano, Nigeria"
RCCG Power House Parish 2094,"Gwarinpa, FCT, Nigeria"
RCCG City of Glory 2095,"Zaria, Kaduna, Nigeria"
RCCG Redemption Parish 2096,"Gwale, Kano, Nigeria"
RCCG Grace Sanctuary 2097,"Port Harcourt, Rivers, Nigeria"
RCCG Power House Parish 2098,"Port Harcourt, Rivers, Nigeria"
RCCG Redemption Parish 2099,"Enugu, Enugu, Nigeria"
RCCG Power House Parish 2100,"Ibadan, Oyo, Nigeria"
RCCG House of Praise 2101,"Gwarinpa, FCT, Nigeria"
RCCG Redemption Parish 2102,"Asaba, Delta, Nigeria"
RCCG Living Faith Parish 2103,"Kaduna, Kaduna, Nigeria"
RCCG Grace Sanctuary 2104,"Abeokuta, Ogun, Nigeria"
RCCG New Life Parish 2105,"Maitama, FCT, Nigeria"
RCCG Dominion Chapel 2106,"Obio-Akpor, Rivers, Nigeria"
RCCG Victory Assembly 2107,"Kaduna, Kaduna, Nigeria"
RCCG Power House Parish 2108,"Onitsha, Anambra, Nigeria"
RCCG Living Faith Parish 2109,"Port Harcourt, Rivers, Nigeria"
RCCG House of Praise 2110,"Gwarinpa, FCT, Nigeria"
RCCG Dominion Chapel 2111,"Fagge, Kano, Nigeria"
RCCG New Life Parish 2112,"Wuse, FCT, Nigeria"
RCCG Grace Sanctuary 2113,"Awka, Anambra, Nigeria"
RCCG City of Glory 2114,"Surulere, Lagos, Nigeria"
RCCG City of Glory 2115,"Warri, Delta, Nigeria"
RCCG Power House Parish 2116,"Kaduna, Kaduna, Nigeria"
RCCG Living Faith Parish 2117,"Surulere, Lagos, Nigeria"
RCCG Victory Assembly 2118,"Ogbomosho, Oyo, Nigeria"
RCCG Grace Sanctuary 2119,"Zaria, Kaduna, Nigeria"
RCCG Victory Assembly 2120,"Onitsha, Anambra, Nigeria"
RCCG Grace Sanctuary 2121,"Yaba, Lagos, Nigeria"
RCCG Power House Parish 2122,"Ikeja, Lagos, Nigeria"
RCCG Living Faith Parish 2123,"Ijebu Ode, Ogun, Nigeria"
RCCG House of Praise 2124,"Enugu, Enugu, Nigeria"
RCCG New Life Parish 2125,"Nassarawa, Kano, Nigeria"
RCCG Dominion Chapel 2126,"Obio-Akpor, Rivers, Nigeria"
RCCG Redemption Parish 2127,"Enugu, Enugu, Nigeria"
RCCG City of Glory 2128,"Gwale, Kano, Nigeria"
RCCG Living Faith Parish 2129,"Zaria, Kaduna, Nigeria"
RCCG Redemption Parish 2130,"Yaba, Lagos, Nigeria"
RCCG Grace Sanctuary 2131,"Wuse, FCT, Nigeria"
RCCG Redemption Parish 2132,"Nsukka, Enugu, Nigeria"
RCCG Victory Assembly 2133,"Wuse, FCT, Nigeria"
RCCG New Life Parish 2134,"Nassarawa, Kano, Nigeria"
RCCG Grace Sanctuary 2135,"Wuse, FCT, Nigeria"
RCCG Grace Sanctuary 2136,"Zaria, Kaduna, Nigeria"
RCCG Victory Assembly 2137,"Ogbomosho, Oyo, Nigeria"
RCCG Living Faith Parish 2138,"Warri, Delta, Nigeria"
RCCG Power House Parish 2139,"Obio-Akpor, Rivers, Nigeria"
RCCG City of Glory 2140,"Obio-Akpor, Rivers, Nigeria"
RCCG Power House Parish 2141,"Ikorodu, Lagos, Nigeria"
RCCG Living Faith Parish 2142,"Zaria, Kaduna, Nigeria"
RCCG City of Glory 2143,"Surulere, Lagos, Nigeria"
RCCG Victory Assembly 2144,"Fagge, Kano, Nigeria"
RCCG Power House Parish 2145,"Maitama, FCT, Nigeria"
RCCG House of Praise 2146,"Warri, Delta, Nigeria"
RCCG Grace Sanctuary 2147,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 2148,"Enugu, Enugu, Nigeria"
RCCG House of Praise 2149,"Kaduna, Kaduna, Nigeria"
RCCG Dominion Chapel 2150,"Onitsha, Anambra, Nigeria"
RCCG Victory Assembly 2151,"Maitama, FCT, Nigeria"
RCCG Victory Assembly 2152,"Ibadan, Oyo, Nigeria"
RCCG House of Praise 2153,"Ikeja, Lagos, Nigeria"
RCCG Power House Parish 2154,"Ibadan, Oyo, Nigeria"
RCCG House of Praise 2155,"Ibadan, Oyo, Nigeria"
RCCG Living Faith Parish 2156,"Abeokuta, Ogun, Nigeria"
RCCG Dominion Chapel 2157,"Asaba, Delta, Nigeria"
RCCG Dominion Chapel 2158,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 2159,"Ogbomosho, Oyo, Nigeria"
RCCG Victory Assembly 2160,"Onitsha, Anambra, Nigeria"
RCCG New Life Parish 2161,"Kubwa, FCT, Nigeria"
RCCG House of Praise 2162,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 2163,"Gwale, Kano, Nigeria"
RCCG House of Praise 2164,"Nsukka, Enugu, Nigeria"
RCCG Power House Parish 2165,"Maitama, FCT, Nigeria"
RCCG Grace Sanctuary 2166,"Yaba, Lagos, Nigeria"
RCCG Dominion Chapel 2167,"Abeokuta, Ogun, Nigeria"
RCCG Redemption Parish 2168,"Zaria, Kaduna, Nigeria"
RCCG Victory Assembly 2169,"Nassarawa, Kano, Nigeria"
RCCG City of Glory 2170,"Obio-Akpor, Rivers, Nigeria"
RCCG House of Praise 2171,"Asaba, Delta, Nigeria"
RCCG New Life Parish 2172,"Ikeja, Lagos, Nigeria"
RCCG House of Praise 2173,"Kaduna, Kaduna, Nigeria"
RCCG Victory Assembly 2174,"Warri, Delta, Nigeria"
RCCG City of Glory 2175,"Obio-Akpor, Rivers, Nigeria"
RCCG City of Glory 2176,"Port Harcourt, Rivers, Nigeria"
RCCG House of Praise 2177,"Maitama, FCT, Nigeria"
RCCG New Life Parish 2178,"Yaba, Lagos, Nigeria"
RCCG Dominion Chapel 2179,"Abeokuta, Ogun, Nigeria"
RCCG Grace Sanctuary 2180,"Abuja, FCT, Nigeria"
RCCG Grace Sanctuary 2181,"Abeokuta, Ogun, Nigeria"
RCCG Grace Sanctuary 2182,"Ibadan, Oyo, Nigeria"
RCCG New Life Parish 2183,"Kaduna, Kaduna, Nigeria"
RCCG Living Faith Parish 2184,"Onitsha, Anambra, Nigeria"
RCCG New Life Parish 2185,"Awka, Anambra, Nigeria"
RCCG Dominion Chapel 2186,"Ikeja, Lagos, Nigeria"
RCCG Victory Assembly 2187,"Kaduna, Kaduna, Nigeria"
RCCG Power House Parish 2188,"Obio-Akpor, Rivers, Nigeria"
RCCG Power House Parish 2189,"Nassarawa, Kano, Nigeria"
RCCG Redemption Parish 2190,"Nsukka, Enugu, Nigeria"
RCCG City of Glory 2191,"Ibadan, Oyo, Nigeria"
RCCG Power House Parish 2192,"Onitsha, Anambra, Nigeria"
RCCG Victory Assembly 2193,"Enugu, Enugu, Nigeria"
RCCG Victory Assembly 2194,"Kano, Kano, Nigeria"
RCCG Victory Assembly 2195,"Onitsha, Anambra, Nigeria"
RCCG City of Glory 2196,"Nsukka, Enugu, Nigeria"
RCCG Living Faith Parish 2197,"Onitsha, Anambra, Nigeria"
RCCG Victory Assembly 2198,"Abuja, FCT, Nigeria"
RCCG Grace Sanctuary 2199,"Surulere, Lagos, Nigeria"
RCCG New Life Parish 2200,"Gwale, Kano, Nigeria"
RCCG Dominion Chapel 2201,"Surulere, Lagos, Nigeria"
RCCG Grace Sanctuary 2202,"Kaduna, Kaduna, Nigeria"
RCCG Redemption Parish 2203,"Warri, Delta, Nigeria"
RCCG Victory Assembly 2204,"Ikorodu, Lagos, Nigeria"
RCCG House of Praise 2205,"Ibadan, Oyo, Nigeria"
RCCG Living Faith Parish 2206,"Abuja, FCT, Nigeria"
RCCG Redemption Parish 2207,"Ijebu Ode, Ogun, Nigeria"
RCCG House of Praise 2208,"Gwarinpa, FCT, Nigeria"
RCCG Redemption Parish 2209,"Onitsha, Anambra, Nigeria"
RCCG House of Praise 2210,"Onitsha, Anambra, Nigeria"
RCCG House of Praise 2211,"Ikorodu, Lagos, Nigeria"
RCCG Living Faith Parish 2212,"Gwale, Kano, Nigeria"
RCCG Dominion Chapel 2213,"Ogbomosho, Oyo, Nigeria"
RCCG City of Glory 2214,"Maitama, FCT, Nigeria"
RCCG House of Praise 2215,"Kubwa, FCT, Nigeria"
RCCG House of Praise 2216,"Nsukka, Enugu, Nigeria"
RCCG Power House Parish 2217,"Asaba, Delta, Nigeria"
RCCG Living Faith Parish 2218,"Wuse, FCT, Nigeria"
RCCG Dominion Chapel 2219,"Port Harcourt, Rivers, Nigeria"
RCCG Power House Parish 2220,"Lekki, Lagos, Nigeria"
RCCG Power House Parish 2221,"Kaduna, Kaduna, Nigeria"
RCCG Power House Parish 2222,"Nassarawa, Kano, Nigeria"
RCCG City of Glory 2223,"Ibadan, Oyo, Nigeria"
RCCG New Life Parish 2224,"Zaria, Kaduna, Nigeria"
RCCG Grace Sanctuary 2225,"Nsukka, Enugu, Nigeria"
RCCG New Life Parish 2226,"Surulere, Lagos, Nigeria"
RCCG House of Praise 2227,"Obio-Akpor, Rivers, Nigeria"
RCCG City of Glory 2228,"Nsukka, Enugu, Nigeria"
RCCG Living Faith Parish 2229,"Abeokuta, Ogun, Nigeria"
RCCG House of Praise 2230,"Kaduna, Kaduna, Nigeria"
RCCG Dominion Chapel 2231,"Ibadan, Oyo, Nigeria"
RCCG Living Faith Parish 2232,"Ibadan, Oyo, Nigeria"
RCCG Dominion Chapel 2233,"Yaba, Lagos, Nigeria"
RCCG Victory Assembly 2234,"Ijebu Ode, Ogun, Nigeria"
RCCG Victory Assembly 2235,"Warri, Delta, Nigeria"
RCCG Victory Assembly 2236,"Kubwa, FCT, Nigeria"
RCCG Redemption Parish 2237,"Port Harcourt, Rivers, Nigeria"
RCCG Grace Sanctuary 2238,"Yaba, Lagos, Nigeria"
RCCG Grace Sanctuary 2239,"Ogbomosho, Oyo, Nigeria"
RCCG Power House Parish 2240,"Abeokuta, Ogun, Nigeria"
RCCG Redemption Parish 2241,"Kaduna, Kaduna, Nigeria"
RCCG Dominion Chapel 2242,"Onitsha, Anambra, Nigeria"
RCCG Grace Sanctuary 2243,"Asaba, Delta, Nigeria"
RCCG House of Praise 2244,"Asaba, Delta, Nigeria"
RCCG Dominion Chapel 2245,"Ijebu Ode, Ogun, Nigeria"
RCCG Power House Parish 2246,"Port Harcourt, Rivers, Nigeria"
RCCG Living Faith Parish 2247,"Port Harcourt, Rivers, Nigeria"
RCCG Living Faith Parish 2248,"Zaria, Kaduna, Nigeria"
RCCG Grace Sanctuary 2249,"Yaba, Lagos, Nigeria"
RCCG New Life Parish 2250,"Lekki, Lagos, Nigeria"
RCCG Power House Parish 2251,"Kubwa, FCT, Nigeria"
RCCG City of Glory 2252,"Warri, Delta, Nigeria"
RCCG New Life Parish 2253,"Nassarawa, Kano, Nigeria"
RCCG Redemption Parish 2254,"Onitsha, Anambra, Nigeria"
RCCG Grace Sanctuary 2255,"Kaduna, Kaduna, Nigeria"
RCCG Redemption Parish 2256,"Kaduna, Kaduna, Nigeria"
RCCG New Life Parish 2257,"Port Harcourt, Rivers, Nigeria"
RCCG House of Praise 2258,"Kaduna, Kaduna, Nigeria"
RCCG City of Glory 2259,"Port Harcourt, Rivers, Nigeria"
RCCG Victory Assembly 2260,"Gwale, Kano, Nigeria"
RCCG Grace Sanctuary 2261,"Nassarawa, Kano, Nigeria"
RCCG Victory Assembly 2262,"Yaba, Lagos, Nigeria"
RCCG City of Glory 2263,"Wuse, FCT, Nigeria"
RCCG Living Faith Parish 2264,"Gwale, Kano, Nigeria"
RCCG Living Faith Parish 2265,"Obio-Akpor, Rivers, Nigeria"
RCCG Living Faith Parish 2266,"Ikorodu, Lagos, Nigeria"
RCCG City of Glory 2267,"Nsukka, Enugu, Nigeria"
RCCG Victory Assembly 2268,"Kaduna, Kaduna, Nigeria"
RCCG City of Glory 2269,"Maitama, FCT, Nigeria"
RCCG Redemption Parish 2270,"Kano, Kano, Nigeria"
RCCG New Life Parish 2271,"Maitama, FCT, Nigeria"
RCCG New Life Parish 2272,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 2273,"Ibadan, Oyo, Nigeria"
RCCG Grace Sanctuary 2274,"Ijebu Ode, Ogun, Nigeria"
RCCG Power House Parish 2275,"Kaduna, Kaduna, Nigeria"
RCCG Living Faith Parish 2276,"Kubwa, FCT, Nigeria"
RCCG City of Glory 2277,"Maitama, FCT, Nigeria"
RCCG Grace Sanctuary 2278,"Ikorodu, Lagos, Nigeria"
RCCG Living Faith Parish 2279,"Asaba, Delta, Nigeria"
RCCG Power House Parish 2280,"Onitsha, Anambra, Nigeria"
RCCG New Life Parish 2281,"Asaba, Delta, Nigeria"
RCCG New Life Parish 2282,"Warri, Delta, Nigeria"
RCCG Living Faith Parish 2283,"Obio-Akpor, Rivers, Nigeria"
RCCG Power House Parish 2284,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 2285,"Obio-Akpor, Rivers, Nigeria"
RCCG Grace Sanctuary 2286,"Ibadan, Oyo, Nigeria"
RCCG House of Praise 2287,"Onitsha, Anambra, Nigeria"
RCCG Redemption Parish 2288,"Abeokuta, Ogun, Nigeria"
RCCG Living Faith Parish 2289,"Zaria, Kaduna, Nigeria"
RCCG Living Faith Parish 2290,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 2291,"Nsukka, Enugu, Nigeria"
RCCG House of Praise 2292,"Surulere, Lagos, Nigeria"
RCCG Power House Parish 2293,"Abuja, FCT, Nigeria"
RCCG City of Glory 2294,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 2295,"Kaduna, Kaduna, Nigeria"
RCCG Victory Assembly 2296,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 2297,"Obio-Akpor, Rivers, Nigeria"
RCCG Grace Sanctuary 2298,"Kaduna, Kaduna, Nigeria"
RCCG City of Glory 2299,"Lekki, Lagos, Nigeria"
RCCG House of Praise 2300,"Enugu, Enugu, Nigeria"
RCCG Grace Sanctuary 2301,"Warri, Delta, Nigeria"
RCCG New Life Parish 2302,"Lekki, Lagos, Nigeria"
